COP,2.620342821500445E-4,1532291864,1533772800,1536192000
CZK,0.04616848653606895,1532291864,1533772800,1536192000
BRL,0.19558016214768922,1532291864,1533772800,1536192000
ARS,0.010397334339739845,1532291864,1533772800,1536192000
VND,4.345158321084993E-5,1532291864,1533772800,1536192000
CRC,0.0016136155433750458,1532291864,1533772800,1536192000
XAU,1818.181818181818,1532291864,1533772800,1536192000
CHF,1.087452967659149,1532291864,1533772800,1536192000
MMK,6.074767532907033E-4,1532291864,1533772800,1536192000
IDR,6.910014338279752E-5,1532291864,1533772800,1536192000
HRK,0.15736133987515896,1532291864,1533772800,1536192000
SGD,0.7376426416458283,1532291864,1533772800,1536192000
NGN,0.0024284233096669963,1532291864,1533772800,1536192000
LYD,0.22161877891155482,1532291864,1533772800,1536192000
IMP,1.3835832315246672,1532291864,1533772800,1536192000
CUP,0.03773584905660377,1532291864,1533772800,1536192000
ALL,0.009630487998591791,1532291864,1533772800,1536192000
SDG,0.002242153401436172,1532291864,1533772800,1536192000
BAM,0.603385596582424,1532291864,1533772800,1536192000
PYG,1.4625728095564526E-4,1532291864,1533772800,1536192000
LAK,1.0506579298598528E-4,1532291864,1533772800,1536192000
YER,0.0039951507818645916,1532291864,1533772800,1536192000
PAB,0.9999580017639258,1532291864,1533772800,1536192000
XCD,0.37002090618119926,1532291864,1533772800,1536192000
KRW,8.757179155175066E-4,1532291864,1533772800,1536192000
TMT,0.2857142857142857,1532291864,1533772800,1536192000
UGX,2.8126891813864437E-4,1532291864,1533772800,1536192000
TWD,0.03574045410891739,1532291864,1533772800,1536192000
ZMW,0.044158366917611304,1532291864,1533772800,1536192000
HUF,0.00327927980561846,1532291864,1533772800,1536192000
LKR,0.005024656643354304,1532291864,1533772800,1536192000
VEF,4.6766073993926175E-12,1532291864,1533772800,1536192000
BYR,5.102040816326531E-5,1532291864,1533772800,1536192000
GBP,1.3812440865487545,1532291864,1533772800,1536192000
KGS,0.011795096573119874,1532291864,1533772800,1536192000
FKP,1.3835832315246672,1532291864,1533772800,1536192000
UYU,0.02280086563030348,1532291864,1533772800,1536192000
UAH,0.036729193343538906,1532291864,1533772800,1536192000
DKK,0.1585987483386781,1532291864,1533772800,1536192000
SZL,0.06963317452559441,1532291864,1533772800,1536192000
BSD,0.9999580017639258,1532291864,1533772800,1536192000
VUV,0.009081109665469083,1532291864,1533772800,1536192000
LSL,0.06915779020666214,1532291864,1533772800,1536192000
NIO,0.028630519509651963,1532291864,1533772800,1536192000
TND,0.3584874411094756,1532291864,1533772800,1536192000
PKR,0.006269007631137609,1532291864,1533772800,1536192000
MRO,0.002801121797739354,1532291864,1533772800,1536192000
SAR,0.26661398374347894,1532291864,1533772800,1536192000
XAF,0.001799066096513596,1532291864,1533772800,1536192000
DJF,0.00561667698337895,1532291864,1533772800,1536192000
TRY,0.1172675259249183,1532291864,1533772800,1536192000
AWG,0.5555555555555556,1532291864,1533772800,1536192000
KPW,0.0011111111037037037,1532291864,1533772800,1536192000
QAR,0.27464876542633454,1532291864,1533772800,1536192000
RWF,9.931414623886076E-4,1532291864,1533772800,1536192000
BYN,0.3947153924398582,1532291864,1533772800,1536192000
JEP,1.3835832315246672,1532291864,1533772800,1536192000
MZN,0.01572254067704279,1532291864,1533772800,1536192000
SEK,0.11519728687349956,1532291864,1533772800,1536192000
JPY,0.009077458031076296,1532291864,1533772800,1536192000
IRR,2.3750148644877197E-5,1532291864,1533772800,1536192000
RSD,0.010038448462224134,1532291864,1533772800,1536192000
WST,0.3919023567440125,1532291864,1533772800,1536192000
DZD,0.007415560899010991,1532291864,1533772800,1536192000
ZWL,0.0031055877570326895,1532291864,1533772800,1536192000
HTG,0.010694414194105628,1532291864,1533772800,1536192000
KYD,1.1999486421981138,1532291864,1533772800,1536192000
CDF,5.000000170000006E-4,1532291864,1533772800,1536192000
BMD,1.0,1532291864,1533772800,1536192000
GGP,1.3835832315246672,1532291864,1533772800,1536192000
FJD,0.4811861045001487,1532291864,1533772800,1536192000
BZD,0.4960698863255855,1532291864,1533772800,1536192000
SVC,0.1142781000991591,1532291864,1533772800,1536192000
INR,0.013403478022940347,1532291864,1533772800,1536192000
SHP,1.3835832315246672,1532291864,1533772800,1536192000
BBD,0.49523705759854597,1532291864,1533772800,1536192000
SCR,0.06971690197050641,1532291864,1533772800,1536192000
KZT,0.002341740252653728,1532291864,1533772800,1536192000
CVE,0.010702580187663964,1532291864,1533772800,1536192000
EUR,1.1797252419911401,1532291864,1533772800,1536192000
PHP,0.0198945584423643,1532291864,1533772800,1536192000
GNF,1.019480463403136E-4,1532291864,1533772800,1536192000
UZS,9.410027357993672E-5,1532291864,1533772800,1536192000
AMD,0.002008441402895597,1532291864,1533772800,1536192000
NOK,0.11355094235927063,1532291864,1533772800,1536192000
BTN,0.013413807953921317,1532291864,1533772800,1536192000
IQD,6.853527377857093E-4,1532291864,1533772800,1536192000
AED,0.2722422607650715,1532291864,1533772800,1536192000
CLF,36.45244778186856,1532291864,1533772800,1536192000
BOB,0.14481256764557068,1532291864,1533772800,1536192000
BIF,5.047431269379515E-4,1532291864,1533772800,1536192000
PGK,0.2847755840248871,1532291864,1533772800,1536192000
ZAR,0.06949202717972167,1532291864,1533772800,1536192000
MVR,0.06489894909131737,1532291864,1533772800,1536192000
CUC,1.0,1532291864,1533772800,1536192000
SBD,0.12449927946042011,1532291864,1533772800,1536192000
LRD,0.005829203192283851,1532291864,1533772800,1536192000
BND,0.7380760129724241,1532291864,1533772800,1536192000
MAD,0.11167236400455757,1532291864,1533772800,1536192000
NZD,0.7009992744657508,1532291864,1533772800,1536192000
NAD,0.0691554849739308,1532291864,1533772800,1536192000
EGP,0.06367764643343413,1532291864,1533772800,1536192000
PLN,0.25726516835432617,1532291864,1533772800,1536192000
LTL,0.338668490960938,1532291864,1533772800,1536192000
JMD,0.006481705244350306,1532291864,1533772800,1536192000
KES,0.009241274541059361,1532291864,1533772800,1536192000
SOS,0.0017094029571197652,1532291864,1533772800,1536192000
DOP,0.017536442964376453,1532291864,1533772800,1536192000
BDT,0.011790958937938335,1532291864,1533772800,1536192000
GEL,0.31898018208026757,1532291864,1533772800,1536192000
TJS,0.08767282395831753,1532291864,1533772800,1536192000
GHS,0.16790973038566684,1532291864,1533772800,1536192000
TOP,0.4430457980871941,1532291864,1533772800,1536192000
PEN,0.25325649868838457,1532291864,1533772800,1536192000
LBP,6.613337069251532E-4,1532291864,1533772800,1536192000
MKD,0.019153128341742067,1532291864,1533772800,1536192000
BTC,31178.113014548766,1532291864,1533772800,1536192000
ZMK,1.1109626672420813E-4,1532291864,1533772800,1536192000
BWP,0.09119394764008303,1532291864,1533772800,1536192000
SLL,9.756097835098163E-5,1532291864,1533772800,1536192000
RON,0.23934329942875937,1532291864,1533772800,1536192000
MXN,0.05032851941045172,1532291864,1533772800,1536192000
BHD,2.652414360171346,1532291864,1533772800,1536192000
MDL,0.05559680529637406,1532291864,1533772800,1536192000
RUB,0.01348370377764434,1532291864,1533772800,1536192000
ANG,0.5570686158126155,1532291864,1533772800,1536192000
THB,0.03050966672857078,1532291864,1533772800,1536192000
AUD,0.7418959001348766,1532291864,1533772800,1536192000
ISK,0.008085379145824648,1532291864,1533772800,1536192000
KHR,2.455544226935005E-4,1532291864,1533772800,1536192000
KMF,0.002401510569360212,1532291864,1533772800,1536192000
AFN,0.01261922581453443,1532291864,1533772800,1536192000
KWD,3.3253524873636606,1532291864,1533772800,1536192000
SYP,7.953135392560846E-4,1532291864,1533772800,1536192000
STD,4.854410399072287E-5,1532291864,1533772800,1536192000
JOD,1.4104471822791416,1532291864,1533772800,1536192000
OMR,2.597247437166091,1532291864,1533772800,1536192000
MWK,0.0012351926555800434,1532291864,1533772800,1536192000
USD,1.0,1532291864,1533772800,1536192000
GTQ,0.12902326805616124,1532291864,1533772800,1536192000
CAD,0.7940951087711775,1532291864,1533772800,1536192000
GYD,0.004779483223251559,1532291864,1533772800,1536192000
MOP,0.12495870114927017,1532291864,1533772800,1536192000
MNT,3.5110947111622324E-4,1532291864,1533772800,1536192000
NPR,0.008383618064896129,1532291864,1533772800,1536192000
ERN,0.0666477831281137,1532291864,1533772800,1536192000
GIP,1.3835832315246672,1532291864,1533772800,1536192000
HNL,0.04203861381202199,1532291864,1533772800,1536192000
LVL,1.6531931425548445,1532291864,1533772800,1536192000
XDR,1.4243938847921738,1532291864,1533772800,1536192000
HKD,0.12872083668543846,1532291864,1533772800,1536192000
XOF,0.0017990813412116136,1532291864,1533772800,1536192000
ILS,0.30405764933031304,1532291864,1533772800,1536192000
MYR,0.23755784830553547,1532291864,1533772800,1536192000
TTD,0.14727022126908937,1532291864,1533772800,1536192000
AOA,0.0015552703428221605,1532291864,1533772800,1536192000
GMD,0.019535015068919925,1532291864,1533772800,1536192000
CNY,0.15454276128660557,1532291864,1533772800,1536192000
XPF,0.009869230524322018,1532291864,1533772800,1536192000
MUR,0.023326171110247835,1532291864,1533772800,1536192000
TZS,4.3119171942112666E-4,1532291864,1533772800,1536192000
MGA,2.5599894140136947E-4,1532291864,1533772800,1536192000
BGN,0.6041617075059842,1532291864,1533772800,1536192000
AZN,0.5884038545159701,1532291864,1533772800,1536192000
CLP,0.0013210905703589632,1532291864,1533772800,1536192000
SRD,0.04713534693335783,1532291864,1533772800,1536192000
XAG,26.094671468086215,1532291864,1533772800,1536192000
ETB,0.022593336348489382,1532291864,1533772800,1536192000
COP,2.620342821500445E-4,1534711064,1536192000,1538611200
CZK,0.04616848653606895,1534711064,1536192000,1538611200
BRL,0.19558016214768922,1534711064,1536192000,1538611200
ARS,0.010397334339739845,1534711064,1536192000,1538611200
VND,4.345158321084993E-5,1534711064,1536192000,1538611200
CRC,0.0016136155433750458,1534711064,1536192000,1538611200
XAU,1818.181818181818,1534711064,1536192000,1538611200
CHF,1.087452967659149,1534711064,1536192000,1538611200
MMK,6.074767532907033E-4,1534711064,1536192000,1538611200
IDR,6.910014338279752E-5,1534711064,1536192000,1538611200
HRK,0.15736133987515896,1534711064,1536192000,1538611200
SGD,0.7376426416458283,1534711064,1536192000,1538611200
NGN,0.0024284233096669963,1534711064,1536192000,1538611200
LYD,0.22161877891155482,1534711064,1536192000,1538611200
IMP,1.3835832315246672,1534711064,1536192000,1538611200
CUP,0.03773584905660377,1534711064,1536192000,1538611200
ALL,0.009630487998591791,1534711064,1536192000,1538611200
SDG,0.002242153401436172,1534711064,1536192000,1538611200
BAM,0.603385596582424,1534711064,1536192000,1538611200
PYG,1.4625728095564526E-4,1534711064,1536192000,1538611200
LAK,1.0506579298598528E-4,1534711064,1536192000,1538611200
YER,0.0039951507818645916,1534711064,1536192000,1538611200
PAB,0.9999580017639258,1534711064,1536192000,1538611200
XCD,0.37002090618119926,1534711064,1536192000,1538611200
KRW,8.757179155175066E-4,1534711064,1536192000,1538611200
TMT,0.2857142857142857,1534711064,1536192000,1538611200
UGX,2.8126891813864437E-4,1534711064,1536192000,1538611200
TWD,0.03574045410891739,1534711064,1536192000,1538611200
ZMW,0.044158366917611304,1534711064,1536192000,1538611200
HUF,0.00327927980561846,1534711064,1536192000,1538611200
LKR,0.005024656643354304,1534711064,1536192000,1538611200
VEF,4.6766073993926175E-12,1534711064,1536192000,1538611200
BYR,5.102040816326531E-5,1534711064,1536192000,1538611200
GBP,1.3812440865487545,1534711064,1536192000,1538611200
KGS,0.011795096573119874,1534711064,1536192000,1538611200
FKP,1.3835832315246672,1534711064,1536192000,1538611200
UYU,0.02280086563030348,1534711064,1536192000,1538611200
UAH,0.036729193343538906,1534711064,1536192000,1538611200
DKK,0.1585987483386781,1534711064,1536192000,1538611200
SZL,0.06963317452559441,1534711064,1536192000,1538611200
BSD,0.9999580017639258,1534711064,1536192000,1538611200
VUV,0.009081109665469083,1534711064,1536192000,1538611200
LSL,0.06915779020666214,1534711064,1536192000,1538611200
NIO,0.028630519509651963,1534711064,1536192000,1538611200
TND,0.3584874411094756,1534711064,1536192000,1538611200
PKR,0.006269007631137609,1534711064,1536192000,1538611200
MRO,0.002801121797739354,1534711064,1536192000,1538611200
SAR,0.26661398374347894,1534711064,1536192000,1538611200
XAF,0.001799066096513596,1534711064,1536192000,1538611200
